,Tweets,cleanedTweets
87,"A shame to have to end the bullish pursuit.

But you have to deal with what's in front of you. Equities have held up well until today, crypto has been struggling with the internal issues for 48 hours and the DXY is sweeping lows and holding a HL.

Was fun while it lasted.","A shame to have to end the bullish pursuit.  But you have to deal with what's in front of you. Equities have held up well until today, crypto has been struggling with the internal issues for 48 hours and the DXY is sweeping lows and holding a HL.  Was fun while it lasted."
88,"@Vrunleashed @Crypto_ICP888 We disagree and that’s fine bro
If smart money was accumulating, there would be supports.
This price action has been nothing but FTX and Binance OI up until today.
10k is what the chart reads. It always has","  We disagree and that’s fine bro If smart money was accumulating, there would be supports. This price action has been nothing but FTX and Binance OI up until today. 10k is what the chart reads. It always has"
89,@360_trader only #BITCOIN safe crypto assets until today, only BITCOIN safe crypto assets until today
90,"@FLVoiceNews Waited until today to vote, about to go now. Voting pro crypto candidates only."," Waited until today to vote, about to go now. Voting pro crypto candidates only."
91,"The prestigious 1000 Miglia is undoubtedly the most beautiful car race in the world

💫https://t.co/Fo9BVTBlXB
Since 1988 until today, #Chopard has offered timeless watches, featuring a resolutely sporty character tinged with deliciously retro accents, much like the rally
#Crypto https://t.co/UEDIhS8fcG","The prestigious 1000 Miglia is undoubtedly the most beautiful car race in the world  💫 Since 1988 until today, Chopard has offered timeless watches, featuring a resolutely sporty character tinged with deliciously retro accents, much like the rally Crypto "
92,@Crypto__Diva As a former crypto noob I started with USDT which I continue to hold until today. It is essentially one of the mandatory cryptos that anyone entering here should be exposed to., As a former crypto noob I started with USDT which I continue to hold until today. It is essentially one of the mandatory cryptos that anyone entering here should be exposed to.
93,… They keep talking about “波场” which I had assumed meant “the crypto trading scene” until today I figured it meant “TRON”.,… They keep talking about “波场” which I had assumed meant “the crypto trading scene” until today I figured it meant “TRON”.
94,"Fascinating: Since Elon acquired Twitter the crypto associated with his name has been popping off — until today, and the dip appeared to start right after his (now-deleted) tweet about the Pelosi attack. What a weird barometer.","Fascinating: Since Elon acquired Twitter the crypto associated with his name has been popping off — until today, and the dip appeared to start right after his (now-deleted) tweet about the Pelosi attack. What a weird barometer."
95,"@joabcg_hrba @mattomattik reject the regulations and keep pushing back. This fight is not unique to crypto was fought before for instance for encryption, the state wanted to make it illigal and for the internet. Both cases are permissionless and available until today.","  reject the regulations and keep pushing back. This fight is not unique to crypto was fought before for instance for encryption, the state wanted to make it illigal and for the internet. Both cases are permissionless and available until today."
96,@DidiViewing @KeithMcCullough May be too. I finished my pivot 24 jan with all my money ready for this free fall. I still dont believe I shorted and covered crypto until today( many times) - it set me free from hodlers narratives,  May be too. I finished my pivot 24 jan with all my money ready for this free fall. I still dont believe I shorted and covered crypto until today( many times) - it set me free from hodlers narratives
97,"@doge_bud @elonmusk Sorry I don’t understand what you’re saying.  Anyway,  I’m going to try and stay with only crypto talk on Twitter.   It’s been sooooo nice not to have the political crap all over my feeds…..until today anyway🤣.  Good luck with crypto!!!","  Sorry I don’t understand what you’re saying.  Anyway,  I’m going to try and stay with only crypto talk on Twitter.   It’s been sooooo nice not to have the political crap all over my feeds…..until today anyway🤣.  Good luck with crypto!!!"
98,"I could never imagine joining Twitter.   Until Today.   Until Musk fires the CEO, CFO, and Chief Censor.   Oh! What a world!   It's a new day for Twitter.   Time to add new functionality to Twitter.   How about a way to send cash via Twitter?   Or sell stuff?    Crypto?","I could never imagine joining Twitter.   Until Today.   Until Musk fires the CEO, CFO, and Chief Censor.   Oh! What a world!   It's a new day for Twitter.   Time to add new functionality to Twitter.   How about a way to send cash via Twitter?   Or sell stuff?    Crypto?"
99,"From 2008 until today, crypto has managed to built a whole new financial system from zero. #Crypto is challenging the old ways of doing things, and in some cases reinvented the things that traditional finance had been doing for centuries.","From 2008 until today, crypto has managed to built a whole new financial system from zero. Crypto is challenging the old ways of doing things, and in some cases reinvented the things that traditional finance had been doing for centuries."
100,"Rug pulls are the most common scam in crypto and, until today, the vast majority have gone undetected. Solidus data indicates that more than 188,000 rug pulls have been launched on ETH and other blockchains — far more than previous estimates.

Learn more: https://t.co/PP2pEMvToZ","Rug pulls are the most common scam in crypto and, until today, the vast majority have gone undetected. Solidus data indicates that more than 188,000 rug pulls have been launched on ETH and other blockchains — far more than previous estimates.  Learn more: "
101,"Amazing crypto community!! Thank you so much. From 5 October until today you have donated a total of 12.38337582 ETH and 5000 USDC = 819,446 baht. 
At the current rate, we can run the entire operation for 330 ETH for ONE YEAR! 
Wanna help us reach the goal? See QR code 🙏❤️😊 https://t.co/k0wX1W3ARa","Amazing crypto community!! Thank you so much. From 5 October until today you have donated a total of 12.38337582 ETH and 5000 USDC = 819,446 baht.  At the current rate, we can run the entire operation for 330 ETH for ONE YEAR!  Wanna help us reach the goal? See QR code 🙏❤️😊 "
102,"The opening scene of Clerks III absolutely shits on NFTs, shows a clip of @Bitboy_Crypto in a Christian Crypto Cult and compares Beanie Babies to our beloved ponzis.

 @ThatKevinSmith I've never been on the wrong side of Randall until today. I'm too high to know if I'm offended.","The opening scene of Clerks III absolutely shits on NFTs, shows a clip of  in a Christian Crypto Cult and compares Beanie Babies to our beloved ponzis.    I've never been on the wrong side of Randall until today. I'm too high to know if I'm offended."
103,"SAITAMA token is one of the biggest scams perfectly executed in the history of crypto. 

No airdrops until today. That means they stole our money. The devs should be held liable. https://t.co/8ELuHdUfgn",SAITAMA token is one of the biggest scams perfectly executed in the history of crypto.   No airdrops until today. That means they stole our money. The devs should be held liable. 
104,@CaptTK13 @ThePhunky1 @Buddies_St @TheKiltMaster @1xKBL @crypto_xta @aemonk1 @shitisbigtime @palmatoshi @DAOnToEarth @Cryptolearner79 @CrisisKenji @SupraVoxelle We have a similar list. But still I am sitting here with no sama until today 😅🤝,             We have a similar list. But still I am sitting here with no sama until today 😅🤝
105,"@ZenGo My scariest moment in crypto was LUNA crash.

The crash was happened 1 day before I sold more than half of LUNA around ±$300 (not much but It really affect my feeling. and still, I lost ±$200 in next day). Dumped 99% 😢

Because of that, I'm holding USDT 100% until today 😢"," My scariest moment in crypto was LUNA crash.  The crash was happened 1 day before I sold more than half of LUNA around ±$300 (not much but It really affect my feeling. and still, I lost ±$200 in next day). Dumped 99% 😢  Because of that, I'm holding USDT 100% until today 😢"
